source,product_reviewed,review_title,review_text,rating,reviewer_name,review_date,verified_user,source_url
mouthshut.com,Walmart,Walmart is best in its category,N/A,N/A,vincesmaples,"Feb 14, 2017 03:12 PM",False,https://www.mouthshut.com/product-reviews/walmart-reviews-925038176/page/2
mouthshut.com,Walmart,Website is totally fraud!!!,N/A,N/A,Muzu18,"Dec 20, 2016 06:30 PM",False,https://www.mouthshut.com/product-reviews/walmart-reviews-925038176/page/2
mouthshut.com,Walmart,Awesome. Nice suitable for the online shopping.,N/A,N/A,rayyanuddin7,"Dec 16, 2016 08:57 PM",False,https://www.mouthshut.com/product-reviews/walmart-reviews-925038176/page/2
mouthshut.com,Walmart,Better than going into Wal-Mart,N/A,N/A,zoobmafoo,"May 08, 2016 02:10 PM",False,https://www.mouthshut.com/product-reviews/walmart-reviews-925038176/page/2
mouthshut.com,Walmart,Walmart.com,N/A,N/A,kavitakoshyari,"Apr 04, 2016 06:02 PM",False,https://www.mouthshut.com/product-reviews/walmart-reviews-925038176/page/2
mouthshut.com,Walmart,So much under one roof !,N/A,N/A,ranjana86,"Jan 25, 2016 08:06 PM",False,https://www.mouthshut.com/product-reviews/walmart-reviews-925038176/page/2
mouthshut.com,Walmart,Walmart :,N/A,N/A,preeyanka08,"Dec 20, 2015 07:19 PM",False,https://www.mouthshut.com/product-reviews/walmart-reviews-925038176/page/2
mouthshut.com,Walmart,Incompetent emloyees,N/A,N/A,Jack_Sprat,"May 23, 2012 10:23 PM",False,https://www.mouthshut.com/product-reviews/walmart-reviews-925038176/page/2
mouthshut.com,Walmart,A great place to shop,N/A,N/A,zoheb167049,"May 18, 2010 05:29 PM",False,https://www.mouthshut.com/product-reviews/walmart-reviews-925038176/page/2
mouthshut.com,Walmart,Avoid,N/A,N/A,horses721,"Dec 30, 2008 07:41 PM",False,https://www.mouthshut.com/product-reviews/walmart-reviews-925038176/page/2
mouthshut.com,Walmart,Boycotting Walmart,N/A,N/A,teresebry,"May 31, 2008 03:50 AM",False,https://www.mouthshut.com/product-reviews/walmart-reviews-925038176/page/2
mouthshut.com,Walmart,Walmart Unlimited Dvd Rental Sucks,N/A,N/A,music_cd,"Aug 31, 2004 05:31 PM",False,https://www.mouthshut.com/product-reviews/walmart-reviews-925038176/page/2
